file,column,dtype,nullable,null_pct,distinct_values,sample_values,classification
medications.csv,ENCOUNTER,str,False,0.0,1414,aee7bbe1-0c45-c028-00c6-a8d629cc445b; aee7bbe1-0c45-c028-61fc-d7fc6179a192; 5e688e99-61b3-5c88-7b3b-304d85c78dfd; 46976cf7-b0bf-be20-a543-8d08997768a1; 5e688e99-61b3-5c88-95d6-e9d69d631f10,high_cardinality
medications.csv,CODE,int64,False,0.0,106,313820; 198405; 1535362; 313820; 1535362,numeric
medications.csv,DESCRIPTION,str,False,0.0,110,Acetaminophen 160 MG Chewable Tablet; Ibuprofen 100 MG Oral Tablet; sodium fluoride 0.0272 MG/MG Oral Gel; Acetaminophen 160 MG Chewable Tablet; sodium fluoride 0.0272 MG/MG Oral Gel,none
medications.csv,BASE_COST,float64,False,0.0,487,81.03; 20.09; 129.94; 55.64; 129.94,numeric
medications.csv,PAYER_COVERAGE,float64,False,0.0,341,0.0; 0.0; 0.0; 0.0; 79.94,numeric
medications.csv,DISPENSES,int64,False,0.0,52,1; 1; 1; 1; 1,categorical|numeric
medications.csv,TOTALCOST,float64,False,0.0,559,81.03; 20.09; 129.94; 55.64; 129.94,numeric
medications.csv,REASONCODE,float64,True,25.0119,29,103697008.0; 103697008.0; 66383009.0; 103697008.0; 66383009.0,categorical|numeric
medications.csv,REASONDESCRIPTION,str,True,25.0119,29,Patient referral for dental care (procedure); Patient referral for dental care (procedure); Gingivitis (disorder); Patient referral for dental care (procedure); Gingivitis (disorder),categorical
observations.csv,DATE,str,False,0.0,3606,2016-10-11T15:59:53Z; 2016-10-11T15:59:53Z; 2016-10-11T15:59:53Z; 2016-10-11T15:59:53Z; 2016-10-11T15:59:53Z,date
observations.csv,PATIENT,str,False,0.0,58,aee7bbe1-0c45-c028-1e62-1f4cdb30c273; aee7bbe1-0c45-c028-1e62-1f4cdb30c273; aee7bbe1-0c45-c028-1e62-1f4cdb30c273; aee7bbe1-0c45-c028-1e62-1f4cdb30c273; aee7bbe1-0c45-c028-1e62-1f4cdb30c273,categorical
observations.csv,ENCOUNTER,str,True,5.1247,1605,aee7bbe1-0c45-c028-e6a0-bcfc37b5a989; aee7bbe1-0c45-c028-e6a0-bcfc37b5a989; aee7bbe1-0c45-c028-e6a0-bcfc37b5a989; aee7bbe1-0c45-c028-e6a0-bcfc37b5a989; aee7bbe1-0c45-c028-e6a0-bcfc37b5a989,none
observations.csv,CATEGORY,str,True,5.1247,8,vital-signs; vital-signs; vital-signs; vital-signs; vital-signs,categorical
observations.csv,CODE,str,False,0.0,221,8302-2; 72514-3; 29463-7; 39156-5; 59576-9,categorical
observations.csv,DESCRIPTION,str,False,0.0,222,Body Height; Pain severity - 0-10 verbal numeric rating [Score] - Reported; Body Weight; Body mass index (BMI) [Ratio]; Body mass index (BMI) [Percentile] Per age and sex,categorical
observations.csv,VALUE,str,False,0.0,2131,118.2; 2.0; 25.5; 18.3; 94.5,numeric
observations.csv,UNITS,str,True,28.1726,44,cm; {score}; kg; kg/m2; %,categorical
observations.csv,TYPE,str,False,0.0,2,numeric; numeric; numeric; numeric; numeric,categorical
organizations.csv,Id,str,False,0.0,161,74ab949d-17ac-3309-83a0-13b4405c66aa; e09d4c49-c2ef-3b0f-9a46-3719d9219306; 77645e49-3f69-3d1d-bb93-dc65210e2fac; ab701a70-a658-340e-8f69-ee196a7d40c6; 11ba6a26-59b4-3728-a268-6dc9929962b4,identifier|high_cardinality
organizations.csv,NAME,str,False,0.0,154,Fitchburg Outpatient Clinic; UMASS MEMORIAL HEALTHALLIANCE CLINTON HOSPITAL INC; SOUTHCOAST HOSPITALS GROUP INC; CAREWELL URGENT CARE CENTERS OF MA  PC; COURTYARD NURSING CARE CENTER,high_cardinality
organizations.csv,ADDRESS,str,False,0.0,155,881 Main Street; 60 HOSPITAL RD; 363 HIGHLAND AVE; 484 RTE 134; 200 GOVERNORS AVENUE,high_cardinality
organizations.csv,CITY,str,False,0.0,89,Fitchburg; LEOMINSTER; FALL RIVER; WORCESTER; MEDFORD,high_cardinality
organizations.csv,STATE,str,False,0.0,1,MA; MA; MA; MA; MA,categorical
organizations.csv,ZIP,int64,False,0.0,157,1420; 14533290; 27205246; 16071728; 21551644,numeric|high_cardinality
organizations.csv,LAT,float64,False,0.0,151,42.586487; 42.54031915; 41.7093779; 42.2625621; 42.42711615,numeric|high_cardinality
organizations.csv,LON,float64,False,0.0,151,-71.80521; -71.76312990486304; -71.1460783680883; -71.8018877; -71.1121606632448,numeric|high_cardinality
organizations.csv,PHONE,str,False,0.0,155,978-342-9781 Or 978-342-9781; 9784662000; 5086793131; 5086947901; 7813915400,numeric|high_cardinality
organizations.csv,REVENUE,float64,False,0.0,1,0.0; 0.0; 0.0; 0.0; 0.0,categorical|numeric
organizations.csv,UTILIZATION,int64,False,0.0,79,122; 6; 67; 5; 15,numeric
patients.csv,Id,str,False,0.0,58,aee7bbe1-0c45-c028-1e62-1f4cdb30c273; 5e688e99-61b3-5c88-3f60-21df8aaced27; 46976cf7-b0bf-be20-39a5-9f425a52886d; 4f083ce3-f12b-bb4b-7353-e17f0cd55b0a; 76b20010-c318-5754-8c85-983aa538522f,identifier|high_cardinality
patients.csv,BIRTHDATE,str,False,0.0,50,2010-10-26; 2009-12-01; 2007-07-18; 1998-11-15; 2018-01-20,date|high_cardinality
patients.csv,DEATHDATE,str,True,86.2069,8,1985-05-02; 2015-03-06; 2013-05-26; 2006-07-22; 2017-07-27,identifier|date
patients.csv,SSN,str,False,0.0,58,999-21-5544; 999-87-5260; 999-37-5783; 999-78-6352; 999-62-9324,identifier|high_cardinality
patients.csv,DRIVERS,str,True,20.6897,46,S99915466; S99931499; S99956685; S99973631; S99920788,identifier|high_cardinality
patients.csv,PASSPORT,str,True,31.0345,40,X40961508X; X20333362X; X70390144X; X92189422X; X10643963X,identifier|high_cardinality
patients.csv,PREFIX,str,True,29.3103,3,Ms.; Mr.; Mrs.; Mrs.; Mr.,categorical
patients.csv,FIRST,str,False,0.0,56,Wilfredo622; Wallace647; Lindsay928; Ezekiel373; Jody426,high_cardinality
patients.csv,MIDDLE,str,True,20.6897,46,Isaiah615; Raymond398; Deja232; Leslie90; Jeffrey461,identifier|high_cardinality
patients.csv,LAST,str,False,0.0,54,Fritsch593; Effertz744; Zieme486; Walter473; Hickle134,high_cardinality
patients.csv,SUFFIX,float64,True,100.0,0,,numeric
patients.csv,MAIDEN,str,True,68.9655,18,Terry864; Bins636; Rosenbaum794; Luettgen772; Robel940,identifier
patients.csv,MARITAL,str,True,39.6552,3,M; M; M; D; D,categorical
patients.csv,RACE,str,False,0.0,4,white; native; white; white; white,categorical
patients.csv,ETHNICITY,str,False,0.0,2,nonhispanic; nonhispanic; nonhispanic; nonhispanic; nonhispanic,categorical
patients.csv,GENDER,str,False,0.0,2,M; M; F; M; M,categorical
patients.csv,BIRTHPLACE,str,False,0.0,49,New Bedford  Massachusetts  US; Southwick  Massachusetts  US; Toulouse  Occitanie  FR; Onset  Massachusetts  US; Charlton  Massachusetts  US,categorical|high_cardinality
patients.csv,ADDRESS,str,False,0.0,58,265 Schamberger Rapid Unit 70; 788 Hansen Skyway; 794 Dicki Neck Unit 4; 332 Schulist Underpass; 368 Marquardt Highlands,identifier|high_cardinality
patients.csv,CITY,str,False,0.0,37,Whitman; Revere; Worcester; Watertown; Newburyport,categorical|high_cardinality
patients.csv,STATE,str,False,0.0,1,Massachusetts; Massachusetts; Massachusetts; Massachusetts; Massachusetts,categorical
patients.csv,COUNTY,str,False,0.0,11,Plymouth County; Suffolk County; Worcester County; Middlesex County; Essex County,categorical
patients.csv,FIPS,float64,True,17.2414,9,25025.0; 25027.0; 25017.0; 25009.0; 25017.0,categorical|numeric
patients.csv,ZIP,int64,False,0.0,37,0; 2151; 1607; 2472; 1950,categorical|numeric|high_cardinality
patients.csv,LAT,float64,False,0.0,58,42.09511361404636; 42.42585246178816; 42.29589656519802; 42.32131597857709; 42.81308052119067,identifier|numeric|high_cardinality
patients.csv,LON,float64,False,0.0,58,-70.96780531615718; -70.94822090106521; -71.86071035579968; -71.14289090408015; -70.83892862887681,identifier|numeric|high_cardinality
patients.csv,HEALTHCARE_EXPENSES,float64,False,0.0,58,36961.44; 3071.02; 56128.69; 71753.52; 12700.63,identifier|numeric|high_cardinality
patients.csv,HEALTHCARE_COVERAGE,float64,False,0.0,58,314.29; 63807.52; 106993.14; 2851.45; 9142.72,identifier|numeric|high_cardinality
patients.csv,INCOME,int64,False,0.0,50,102779; 22038; 95959; 141031; 878354,categorical|numeric|high_cardinality
payer_transitions.csv,PATIENT,str,False,0.0,58,aee7bbe1-0c45-c028-1e62-1f4cdb30c273; aee7bbe1-0c45-c028-1e62-1f4cdb30c273; aee7bbe1-0c45-c028-1e62-1f4cdb30c273; aee7bbe1-0c45-c028-1e62-1f4cdb30c273; aee7bbe1-0c45-c028-1e62-1f4cdb30c273,categorical
payer_transitions.csv,MEMBERID,str,True,18.0759,1301,aee7bbe1-0c45-c028-9f64-c0a245050961; aee7bbe1-0c45-c028-9f64-c0a245050961; aee7bbe1-0c45-c028-9f64-c0a245050961; aee7bbe1-0c45-c028-9f64-c0a245050961; aee7bbe1-0c45-c028-9f64-c0a245050961,high_cardinality
payer_transitions.csv,START_DATE,str,False,0.0,1666,2010-10-26T15:59:53Z; 2011-11-01T15:59:53Z; 2012-10-30T15:59:53Z; 2013-10-29T15:59:53Z; 2014-10-28T15:59:53Z,date|high_cardinality
payer_transitions.csv,END_DATE,str,False,0.0,1671,2011-11-01T15:59:53Z; 2012-10-30T15:59:53Z; 2013-10-29T15:59:53Z; 2014-10-28T15:59:53Z; 2015-10-27T15:59:53Z,date|high_cardinality
payer_transitions.csv,PAYER,str,False,0.0,10,b046940f-1664-3047-bca7-dfa76be352a4; b046940f-1664-3047-bca7-dfa76be352a4; b046940f-1664-3047-bca7-dfa76be352a4; b046940f-1664-3047-bca7-dfa76be352a4; b046940f-1664-3047-bca7-dfa76be352a4,categorical
payer_transitions.csv,SECONDARY_PAYER,str,True,90.3291,1,b046940f-1664-3047-bca7-dfa76be352a4; b046940f-1664-3047-bca7-dfa76be352a4; b046940f-1664-3047-bca7-dfa76be352a4; b046940f-1664-3047-bca7-dfa76be352a4; b046940f-1664-3047-bca7-dfa76be352a4,categorical
payer_transitions.csv,PLAN_OWNERSHIP,str,True,18.0759,3,Guardian; Guardian; Guardian; Guardian; Guardian,categorical
payer_transitions.csv,OWNER_NAME,str,True,18.0759,121,Kenny207 Fritsch593; Kenny207 Fritsch593; Kenny207 Fritsch593; Kenny207 Fritsch593; Kenny207 Fritsch593,none
payers.csv,Id,str,False,0.0,10,a735bf55-83e9-331a-899d-a82a60b9f60c; df166300-5a78-3502-a46a-832842197811; d18ef2e6-ef40-324c-be54-34a5ee865625; 26aab0cd-6aba-3e1b-ac5b-05c8867e762c; b046940f-1664-3047-bca7-dfa76be352a4,identifier
payers.csv,NAME,str,False,0.0,10,Medicare; Medicaid; Dual Eligible; Humana; Blue Cross Blue Shield,identifier
payers.csv,OWNERSHIP,str,False,0.0,3,GOVERNMENT; GOVERNMENT; GOVERNMENT; PRIVATE; PRIVATE,categorical
payers.csv,ADDRESS,float64,True,100.0,0,,numeric
payers.csv,CITY,float64,True,100.0,0,,numeric
payers.csv,STATE_HEADQUARTERED,float64,True,100.0,0,,numeric
payers.csv,ZIP,float64,True,100.0,0,,numeric
payers.csv,PHONE,float64,True,100.0,0,,numeric
payers.csv,AMOUNT_COVERED,float64,False,0.0,10,3174320.25; 11068577.36; 1468392.56; 2672529.79; 1239101.55,identifier|numeric
payers.csv,AMOUNT_UNCOVERED,float64,False,0.0,10,98678.69; 218437.99; 48117.43; 1298202.65; 589061.15,identifier|numeric
payers.csv,REVENUE,float64,False,0.0,10,448893.9; 78770.0; 9010.0; 1342692.0; 1497147.0,identifier|numeric
payers.csv,COVERED_ENCOUNTERS,int64,False,0.0,10,1714; 2691; 915; 1034; 471,identifier|numeric
payers.csv,UNCOVERED_ENCOUNTERS,int64,False,0.0,2,0; 0; 0; 0; 0,categorical|numeric
payers.csv,COVERED_MEDICATIONS,int64,False,0.0,10,1442; 1042; 806; 367; 184,identifier|numeric
payers.csv,UNCOVERED_MEDICATIONS,int64,False,0.0,2,0; 0; 0; 0; 0,categorical|numeric
payers.csv,COVERED_PROCEDURES,int64,False,0.0,10,3492; 5848; 1562; 2173; 1104,identifier|numeric
payers.csv,UNCOVERED_PROCEDURES,int64,False,0.0,2,0; 0; 0; 0; 0,categorical|numeric
payers.csv,COVERED_IMMUNIZATIONS,int64,False,0.0,10,260; 809; 88; 534; 201,identifier|numeric
payers.csv,UNCOVERED_IMMUNIZATIONS,int64,False,0.0,2,0; 0; 0; 0; 0,categorical|numeric
payers.csv,UNIQUE_CUSTOMERS,int64,False,0.0,7,16; 24; 5; 11; 17,categorical|numeric
payers.csv,QOLS_AVG,float64,False,0.0,10,0.8207411145743071; 0.935170715644702; 0.7418526951069854; 0.9596340668883956; 0.5184921103657777,identifier|numeric
payers.csv,MEMBER_MONTHS,int64,False,0.0,10,2700; 7932; 936; 3996; 4848,identifier|numeric
procedures.csv,START,str,False,0.0,6573,2017-10-17T15:59:53Z; 2018-10-23T15:59:53Z; 2019-09-16T15:59:53Z; 2019-09-16T15:59:53Z; 2019-10-29T15:59:53Z,date|high_cardinality
procedures.csv,STOP,str,False,0.0,7077,2017-10-17T16:14:53Z; 2018-10-23T16:14:53Z; 2019-09-16T16:29:53Z; 2019-09-16T16:31:45Z; 2019-10-29T16:14:53Z,date|high_cardinality
procedures.csv,PATIENT,str,False,0.0,58,aee7bbe1-0c45-c028-1e62-1f4cdb30c273; aee7bbe1-0c45-c028-1e62-1f4cdb30c273; aee7bbe1-0c45-c028-1e62-1f4cdb30c273; aee7bbe1-0c45-c028-1e62-1f4cdb30c273; aee7bbe1-0c45-c028-1e62-1f4cdb30c273,categorical
procedures.csv,ENCOUNTER,str,False,0.0,2244,aee7bbe1-0c45-c028-3f6f-29191f5429b8; aee7bbe1-0c45-c028-8aa7-006b1a3c0b3b; aee7bbe1-0c45-c028-00c6-a8d629cc445b; aee7bbe1-0c45-c028-00c6-a8d629cc445b; aee7bbe1-0c45-c028-703b-91d77951d072,none
procedures.csv,SYSTEM,str,False,0.0,1,SNOMED-CT; SNOMED-CT; SNOMED-CT; SNOMED-CT; SNOMED-CT,categorical
procedures.csv,CODE,int64,False,0.0,195,430193006; 430193006; 713026007; 274474001; 430193006,categorical|numeric
procedures.csv,DESCRIPTION,str,False,0.0,195,Medication reconciliation (procedure); Medication reconciliation (procedure); Plain X-ray of humerus (procedure); Bone immobilization (procedure); Medication reconciliation (procedure),categorical
procedures.csv,BASE_COST,float64,False,0.0,931,434.0; 241.23; 431.4; 431.4; 215.7,numeric
procedures.csv,REASONCODE,float64,True,53.7298,52,65966004.0; 263102004.0; 66383009.0; 66383009.0; 66383009.0,categorical|numeric
procedures.csv,REASONDESCRIPTION,str,True,53.7298,52,Fracture of forearm (disorder); Fracture subluxation of wrist (disorder); Gingivitis (disorder); Gingivitis (disorder); Gingivitis (disorder),categorical
providers.csv,Id,str,False,0.0,161,88cba885-3450-39f7-a8f0-f47b963c863b; 8bb10609-c33b-34a5-b28f-95d10e3231f5; db428abf-4a29-362a-aa8a-ee66e6806c8c; f38a4a1a-81f3-36d0-8299-27d0001fe8e9; 7fbab973-5071-3fda-9e8c-f5f3b174b8ea,identifier|high_cardinality
providers.csv,ORGANIZATION,str,False,0.0,161,74ab949d-17ac-3309-83a0-13b4405c66aa; e09d4c49-c2ef-3b0f-9a46-3719d9219306; 77645e49-3f69-3d1d-bb93-dc65210e2fac; ab701a70-a658-340e-8f69-ee196a7d40c6; 11ba6a26-59b4-3728-a268-6dc9929962b4,identifier|high_cardinality
providers.csv,NAME,str,False,0.0,161,Ted955 Reilly981; Jules135 Emard19; Jarvis643 Ankunding277; Jolie499 Parisian75; Angelic427 McCullough561,identifier|high_cardinality
providers.csv,GENDER,str,False,0.0,2,M; M; M; F; F,categorical
providers.csv,SPECIALITY,str,False,0.0,1,GENERAL PRACTICE; GENERAL PRACTICE; GENERAL PRACTICE; GENERAL PRACTICE; GENERAL PRACTICE,categorical
providers.csv,ADDRESS,str,False,0.0,155,881 Main Street; 60 HOSPITAL RD; 363 HIGHLAND AVE; 484 RTE 134; 200 GOVERNORS AVENUE,high_cardinality
providers.csv,CITY,str,False,0.0,89,Fitchburg; LEOMINSTER; FALL RIVER; WORCESTER; MEDFORD,high_cardinality
providers.csv,STATE,str,False,0.0,1,MA; MA; MA; MA; MA,categorical
providers.csv,ZIP,int64,False,0.0,157,1420; 14533290; 27205246; 16071728; 21551644,numeric|high_cardinality
providers.csv,LAT,float64,False,0.0,151,42.586487; 42.54031915; 41.7093779; 42.2625621; 42.42711615,numeric|high_cardinality
providers.csv,LON,float64,False,0.0,151,-71.80521; -71.76312990486304; -71.1460783680883; -71.8018877; -71.1121606632448,numeric|high_cardinality
providers.csv,ENCOUNTERS,int64,False,0.0,79,122; 6; 67; 5; 15,numeric
providers.csv,PROCEDURES,int64,False,0.0,1,0; 0; 0; 0; 0,categorical|numeric
supplies.csv,DATE,str,False,0.0,486,2020-11-10; 2020-11-10; 2020-11-10; 2017-12-05; 2017-12-05,date
supplies.csv,PATIENT,str,False,0.0,54,aee7bbe1-0c45-c028-1e62-1f4cdb30c273; aee7bbe1-0c45-c028-1e62-1f4cdb30c273; aee7bbe1-0c45-c028-1e62-1f4cdb30c273; 5e688e99-61b3-5c88-3f60-21df8aaced27; 5e688e99-61b3-5c88-3f60-21df8aaced27,categorical
supplies.csv,ENCOUNTER,str,False,0.0,487,aee7bbe1-0c45-c028-30f7-7094a1e9365f; aee7bbe1-0c45-c028-30f7-7094a1e9365f; aee7bbe1-0c45-c028-30f7-7094a1e9365f; 5e688e99-61b3-5c88-7b3b-304d85c78dfd; 5e688e99-61b3-5c88-7b3b-304d85c78dfd,none
supplies.csv,CODE,int64,False,0.0,20,277183007; 1230220004; 469020004; 277183007; 1230220004,categorical|numeric
supplies.csv,DESCRIPTION,str,False,0.0,20,Dental equipment (physical object); Conventional release periodontal gel (dose form); Dental floss (physical object); Dental equipment (physical object); Conventional release periodontal gel (dose form),categorical
supplies.csv,QUANTITY,int64,False,0.0,8,1; 1; 1; 1; 1,categorical|numeric
