payer_key,payer_name,organization_key,organization_name,year_month,encounter_count,total_claim_cost,total_payer_coverage,total_patient_responsibility,average_claim_cost,coverage_ratio
38194544675647776,Medicaid,719406762791431727,BRIARWOOD REHABILITATION & HEALTHCARE CENTER,2008-12,1,5308.14,5258.14,50.00,5308.1400000000000000,0.99058050465888239572
357555573157303140,Blue Cross Blue Shield,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2008-12,1,11867.82,11867.82,0.00,11867.8200000000000000,1.00000000000000000000
357555573157303140,Blue Cross Blue Shield,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2009-01,1,13497.72,13497.72,0.00,13497.7200000000000000,1.00000000000000000000
467436209270504951,Humana,137002283324145083,STURDY MEMORIAL HOSPITAL INC,2009-01,1,727.53,727.53,0.00,727.5300000000000000,1.00000000000000000000
357555573157303140,Blue Cross Blue Shield,441536440845856287,WELLESLEY FAMILY CARE ASSOCIATES  PC,2009-02,1,1074.16,0.00,1074.16,1074.1600000000000000,0E-20
357555573157303140,Blue Cross Blue Shield,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2009-02,1,14615.29,14615.29,0.00,14615.2900000000000000,1.00000000000000000000
38194544675647776,Medicaid,264175530648959689,SIGNATURE HEALTHCARE MEDICAL GROUP INC,2009-03,1,1411.83,1311.83,100.00,1411.8300000000000000,0.92916994255682341358
357555573157303140,Blue Cross Blue Shield,389966452681632557,BETH ISRAEL DEACONESS HOSPITAL-NEEDHAM  INC.,2009-03,1,3536.75,168.60,3368.15,3536.7500000000000000,0.04767088428642114936
357555573157303140,Blue Cross Blue Shield,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2009-03,2,21980.18,21980.18,0.00,10990.0900000000000000,1.00000000000000000000
357555573157303140,Blue Cross Blue Shield,540724220146399220,FALL RIVER JEWISH HOME  INC,2009-04,1,577.58,577.58,0.00,577.5800000000000000,1.00000000000000000000
357555573157303140,Blue Cross Blue Shield,537663206495302230,MELROSE FAMILY OPTICIANS LLC,2009-04,1,1158.48,0.00,1158.48,1158.4800000000000000,0E-20
645688281511686373,UnitedHealthcare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2009-04,1,1664.60,577.13,1087.47,1664.6000000000000000,0.34670791781809443710
645688281511686373,UnitedHealthcare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2009-05,1,1568.93,1255.13,313.80,1568.9300000000000000,0.79999107672107742219
357555573157303140,Blue Cross Blue Shield,687244083159868427,MELROSEWAKEFIELD HEALTHCARE  INC,2009-05,2,3622.30,644.88,2977.42,1811.1500000000000000,0.17803053308671286199
357555573157303140,Blue Cross Blue Shield,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2009-05,1,1005.38,1005.38,0.00,1005.3800000000000000,1.00000000000000000000
467436209270504951,Humana,919548777387151765,SOUTH SHORE CENTER FOR WELLNESS LTD,2009-06,1,982.70,0.00,982.70,982.7000000000000000,0E-20
357555573157303140,Blue Cross Blue Shield,537663206495302230,MELROSE FAMILY OPTICIANS LLC,2009-06,1,211.38,147.97,63.41,211.3800000000000000,0.70001892326615573848
357555573157303140,Blue Cross Blue Shield,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2009-06,1,4575.68,4575.68,0.00,4575.6800000000000000,1.00000000000000000000
357555573157303140,Blue Cross Blue Shield,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2009-07,1,85.55,85.55,0.00,85.5500000000000000,1.00000000000000000000
645688281511686373,UnitedHealthcare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2009-08,2,4056.62,3245.28,811.34,2028.3100000000000000,0.79999605582973016945
357555573157303140,Blue Cross Blue Shield,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2009-09,1,1250.85,0.00,1250.85,1250.8500000000000000,0E-20
38194544675647776,Medicaid,565804414476228962,FRANCISCAN HOSPITAL FOR CHILDREN INC,2009-10,1,516.95,466.95,50.00,516.9500000000000000,0.90327884708385723958
357555573157303140,Blue Cross Blue Shield,160559015988030201,HEALTHFIRST FAMILY CARE CENTER INC,2009-11,2,1706.72,0.00,1706.72,853.3600000000000000,0E-20
357555573157303140,Blue Cross Blue Shield,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2009-11,1,3536.75,889.63,2647.12,3536.7500000000000000,0.25153884215734784760
645688281511686373,UnitedHealthcare,38279960638745704,SOUTHCOAST HOSPITALS GROUP INC,2009-11,1,3536.75,2565.66,971.09,3536.7500000000000000,0.72542871280130062911
645688281511686373,UnitedHealthcare,658306035533165929,VMD PRIMARY PROVIDERS MASSACHUSETTS PLLC,2009-11,1,998.38,0.00,998.38,998.3800000000000000,0E-20
952317639554652821,Medicare,1042966971655576982,RIVERBEND OF SOUTH NATICK,2009-12,1,6797.62,5251.70,1545.92,6797.6200000000000000,0.77257922625860227550
357555573157303140,Blue Cross Blue Shield,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2009-12,1,1250.85,875.60,375.25,1250.8500000000000000,0.70000399728184834313
952317639554652821,Medicare,441536440845856287,WELLESLEY FAMILY CARE ASSOCIATES  PC,2010-02,1,914.78,731.82,182.96,914.7800000000000000,0.79999562736395636109
357555573157303140,Blue Cross Blue Shield,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2010-03,1,1250.85,875.60,375.25,1250.8500000000000000,0.70000399728184834313
645688281511686373,UnitedHealthcare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2010-04,2,3597.50,1815.54,1781.96,1798.7500000000000000,0.50466712995135510771
357555573157303140,Blue Cross Blue Shield,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2010-06,2,3482.82,2437.98,1044.84,1741.4100000000000000,0.70000172274191603356
467436209270504951,Humana,433837020145504394,ZANJABEE INTEGRATIVE MEDICINE AND PRIMARY CARE LLC,2010-08,1,778.78,0.00,778.78,778.7800000000000000,0E-20
357555573157303140,Blue Cross Blue Shield,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2010-09,1,1250.85,0.00,1250.85,1250.8500000000000000,0E-20
357555573157303140,Blue Cross Blue Shield,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2010-10,3,6133.81,2019.26,4114.55,2044.6033333333333333,0.32920158922431571894
645688281511686373,UnitedHealthcare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2010-10,1,951.27,761.00,190.27,951.2700000000000000,0.79998318037991316871
38194544675647776,Medicaid,1053862909723414558,COMPASSIONATE HEALTH CARE GROUP LLC,2010-10,1,704.20,604.20,100.00,704.2000000000000000,0.85799488781596137461
357555573157303140,Blue Cross Blue Shield,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2010-11,1,16353.99,11447.80,4906.19,16353.9900000000000000,0.70000042803010152263
645688281511686373,UnitedHealthcare,44500129533123678,SOUTHCOAST HOSPITALS GROUP INC,2010-11,1,573.98,0.00,573.98,573.9800000000000000,0E-20
357555573157303140,Blue Cross Blue Shield,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2010-12,2,17074.67,17074.67,0.00,8537.3350000000000000,1.00000000000000000000
645688281511686373,UnitedHealthcare,38279960638745704,SOUTHCOAST HOSPITALS GROUP INC,2010-12,1,15755.28,11897.01,3858.27,15755.2800000000000000,0.75511257178545858912
38194544675647776,Medicaid,520806008221098162,FIRST PSYCHIATRIC PLANNERS  INC,2010-12,2,602.50,502.50,100.00,301.2500000000000000,0.83402489626556016598
645688281511686373,UnitedHealthcare,38279960638745704,SOUTHCOAST HOSPITALS GROUP INC,2011-01,1,1005.38,804.30,201.08,1005.3800000000000000,0.79999602140484195031
357555573157303140,Blue Cross Blue Shield,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2011-01,1,10120.49,10120.49,0.00,10120.4900000000000000,1.00000000000000000000
38194544675647776,Medicaid,520806008221098162,FIRST PSYCHIATRIC PLANNERS  INC,2011-01,1,1005.38,955.38,50.00,1005.3800000000000000,0.95026756052437884183
645688281511686373,UnitedHealthcare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2011-02,1,2730.98,1122.34,1608.64,2730.9800000000000000,0.41096602684750529114
746113169580368645,Anthem,814284400183858824,PRIMARY CARE NORTH PC,2011-02,1,1075.86,0.00,1075.86,1075.8600000000000000,0E-20
952317639554652821,Medicare,389966452681632557,BETH ISRAEL DEACONESS HOSPITAL-NEEDHAM  INC.,2011-03,2,4053.70,3242.96,810.74,2026.8500000000000000,0.80000000000000000000
357555573157303140,Blue Cross Blue Shield,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2011-03,2,6606.65,6606.65,0.00,3303.3250000000000000,1.00000000000000000000
952317639554652821,Medicare,441536440845856287,WELLESLEY FAMILY CARE ASSOCIATES  PC,2011-03,1,1055.90,658.32,397.58,1055.9000000000000000,0.62346813145184203050
38194544675647776,Medicaid,264175530648959689,SIGNATURE HEALTHCARE MEDICAL GROUP INC,2011-03,1,1087.01,987.01,100.00,1087.0100000000000000,0.90800452617731207625
952317639554652821,Medicare,1100386330438199965,WALTHAM WESTON INTERNAL MEDICINE ASSOCIATES  P.C.,2011-04,1,1644.50,1315.58,328.92,1644.5000000000000000,0.79998783824870781393
952317639554652821,Medicare,363458983347729064,Fitchburg Outpatient Clinic,2011-04,2,10525.86,8420.66,2105.20,5262.9300000000000000,0.79999733988481701258
357555573157303140,Blue Cross Blue Shield,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2011-04,1,9113.55,9113.55,0.00,9113.5500000000000000,1.00000000000000000000
38194544675647776,Medicaid,741150468608293787,CLASSIC HEALTHCARE MEDICAL GROUP LLC,2011-04,1,1567.00,1467.00,100.00,1567.0000000000000000,0.93618379068283343969
645688281511686373,UnitedHealthcare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2011-04,1,2104.53,1683.61,420.92,2104.5300000000000000,0.79999334768333071992
357555573157303140,Blue Cross Blue Shield,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2011-05,2,5498.38,5498.38,0.00,2749.1900000000000000,1.00000000000000000000
357555573157303140,Blue Cross Blue Shield,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2011-06,2,22411.11,22411.11,0.00,11205.5550000000000000,1.00000000000000000000
645688281511686373,UnitedHealthcare,44500129533123678,SOUTHCOAST HOSPITALS GROUP INC,2011-07,1,142.58,114.06,28.52,142.5800000000000000,0.79997194557441436387
645688281511686373,UnitedHealthcare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2011-07,1,815.27,652.20,163.07,815.2700000000000000,0.79998037459982582457
645688281511686373,UnitedHealthcare,703727186913582450,ASSOCIATED INTERNISTS OF RANDOLPH  INC.,2011-08,1,1050.78,802.24,248.54,1050.7800000000000000,0.76347094539294619235
952317639554652821,Medicare,363458983347729064,Fitchburg Outpatient Clinic,2011-08,1,2423.39,1938.68,484.71,2423.3900000000000000,0.79998679535691737607
952317639554652821,Medicare,389966452681632557,BETH ISRAEL DEACONESS HOSPITAL-NEEDHAM  INC.,2011-08,1,234.71,187.76,46.95,234.7100000000000000,0.79996591538494312130
645688281511686373,UnitedHealthcare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2011-08,1,951.27,761.00,190.27,951.2700000000000000,0.79998318037991316871
952317639554652821,Medicare,363458983347729064,Fitchburg Outpatient Clinic,2011-09,1,2499.70,1999.75,499.95,2499.7000000000000000,0.79999599951994239309
952317639554652821,Medicare,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2011-09,1,1428.63,956.50,472.13,1428.6300000000000000,0.66952254957546740584
211105773257762680,Aetna,744977654436978746,THE LOWELL GENERAL HOSPITAL,2011-10,1,3817.64,0.00,3817.64,3817.6400000000000000,0E-20
645688281511686373,UnitedHealthcare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2011-11,1,1128.56,902.83,225.73,1128.5600000000000000,0.79998405047139717871
952317639554652821,Medicare,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2011-12,1,1722.37,1377.89,344.48,1722.3700000000000000,0.79999651642794521502
645688281511686373,UnitedHealthcare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2011-12,1,3105.35,2484.28,621.07,3105.3500000000000000,0.80000000000000000000
645688281511686373,UnitedHealthcare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2012-01,1,5561.77,4449.42,1112.35,5561.7700000000000000,0.80000071919550790486
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2012-01,1,13771.16,10830.53,2940.63,13771.1600000000000000,0.78646461155051571545
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2012-02,1,951.27,761.00,190.27,951.2700000000000000,0.79998318037991316871
467436209270504951,Humana,202198446605600451,STANLEY STREET TREATMENT AND RESOURCES  INC,2012-03,1,704.20,0.00,704.20,704.2000000000000000,0E-20
952317639554652821,Medicare,441536440845856287,WELLESLEY FAMILY CARE ASSOCIATES  PC,2012-03,1,1641.58,1127.84,513.74,1641.5800000000000000,0.68704540747328792992
952317639554652821,Medicare,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2012-03,1,1250.85,1000.68,250.17,1250.8500000000000000,0.80000000000000000000
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2012-03,1,2730.98,2184.78,546.20,2730.9800000000000000,0.79999853532431581337
952317639554652821,Medicare,363458983347729064,Fitchburg Outpatient Clinic,2012-03,10,18449.02,14759.08,3689.94,1844.9020000000000000,0.79999262833472997482
952317639554652821,Medicare,363458983347729064,Fitchburg Outpatient Clinic,2012-04,22,3136.76,2509.32,627.44,142.5800000000000000,0.79997194557441436387
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2012-04,1,1038.36,830.67,207.69,1038.3600000000000000,0.79998266497168612042
645688281511686373,UnitedHealthcare,476697113556229311,BETH ISRAEL DEACONESS HOSPITAL MILTON INC,2012-04,1,1272.18,127.69,1144.49,1272.1800000000000000,0.10037101668002955557
952317639554652821,Medicare,363458983347729064,Fitchburg Outpatient Clinic,2012-05,18,4599.87,3679.82,920.05,255.5483333333333333,0.79998347779393765476
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2012-05,2,3971.87,3177.48,794.39,1985.9350000000000000,0.79999597167077472324
952317639554652821,Medicare,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2012-05,1,6225.40,4980.32,1245.08,6225.4000000000000000,0.80000000000000000000
38194544675647776,Medicaid,565804414476228962,FRANCISCAN HOSPITAL FOR CHILDREN INC,2012-05,2,602.50,502.50,100.00,301.2500000000000000,0.83402489626556016598
952317639554652821,Medicare,469245621271018320,LYNN URGENT CARE LLC,2012-06,4,3256.31,2604.98,651.33,814.0775000000000000,0.79997911746731730087
952317639554652821,Medicare,723111811226363721,CHESTNUT WOODS REHABILITATION AND HEALTHCARE CTR,2012-06,1,875.90,700.70,175.20,875.9000000000000000,0.79997716634318986186
952317639554652821,Medicare,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2012-06,1,2666.50,2133.20,533.30,2666.5000000000000000,0.80000000000000000000
645688281511686373,UnitedHealthcare,44500129533123678,SOUTHCOAST HOSPITALS GROUP INC,2012-07,1,142.58,0.00,142.58,142.5800000000000000,0E-20
38194544675647776,Medicaid,587757060655614946,CLARITY HEALTH & WELLNESS LLC,2012-07,1,1183.72,1083.72,100.00,1183.7200000000000000,0.91552056229513736357
952317639554652821,Medicare,469245621271018320,LYNN URGENT CARE LLC,2012-07,2,935.18,748.12,187.06,467.5900000000000000,0.79997433649137064522
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2012-07,1,85.55,68.44,17.11,85.5500000000000000,0.80000000000000000000
38194544675647776,Medicaid,1108258114602746895,CAMBRIDGE REHABILITATION & NURSING CENTER,2012-07,1,87.71,37.71,50.00,87.7100000000000000,0.42993957359480104891
952317639554652821,Medicare,723111811226363721,CHESTNUT WOODS REHABILITATION AND HEALTHCARE CTR,2012-07,1,1091.60,873.26,218.34,1091.6000000000000000,0.79998167827042872847
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2012-08,2,3920.62,3136.48,784.14,1960.3100000000000000,0.79999591901280919855
38194544675647776,Medicaid,132019786462314408,DAVIS SQUARE FAMILY PRACTICE,2012-08,1,853.36,753.36,100.00,853.3600000000000000,0.88281616199493765820
952317639554652821,Medicare,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2012-09,1,3797.25,2851.40,945.85,3797.2500000000000000,0.75091184409770228455
38194544675647776,Medicaid,1053862909723414558,COMPASSIONATE HEALTH CARE GROUP LLC,2012-10,1,849.22,749.22,100.00,849.2200000000000000,0.88224488354018982125
357555573157303140,Blue Cross Blue Shield,790885867393293671,DUTTON FAMILY CARE ASSOCIATES LLP,2012-10,1,919.90,0.00,919.90,919.9000000000000000,0E-20
952317639554652821,Medicare,389966452681632557,BETH ISRAEL DEACONESS HOSPITAL-NEEDHAM  INC.,2012-10,1,7751.57,6201.26,1550.31,7751.5700000000000000,0.80000051602449568281
357555573157303140,Blue Cross Blue Shield,363458983347729064,Fitchburg Outpatient Clinic,2012-10,1,1444.46,0.00,1444.46,1444.4600000000000000,0E-20
952317639554652821,Medicare,815218868737845247,Causeway OPC,2012-11,1,795.14,518.15,276.99,795.1400000000000000,0.65164625097467112710
952317639554652821,Medicare,160559015988030201,HEALTHFIRST FAMILY CARE CENTER INC,2012-11,1,778.78,623.02,155.76,778.7800000000000000,0.79999486376126762372
952317639554652821,Medicare,363458983347729064,Fitchburg Outpatient Clinic,2012-11,2,2626.41,2101.13,525.28,1313.2050000000000000,0.80000076149572991269
645688281511686373,UnitedHealthcare,658306035533165929,VMD PRIMARY PROVIDERS MASSACHUSETTS PLLC,2012-11,1,853.36,0.00,853.36,853.3600000000000000,0E-20
952317639554652821,Medicare,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2012-12,1,3167.75,2534.20,633.55,3167.7500000000000000,0.80000000000000000000
38194544675647776,Medicaid,969560228442772145,FAMILY PRACTICE GROUP PC,2013-01,1,1247.93,1147.93,100.00,1247.9300000000000000,0.91986730024921269622
952317639554652821,Medicare,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2013-01,1,775.79,620.63,155.16,775.7900000000000000,0.79999742198275306462
38194544675647776,Medicaid,1108258114602746895,CAMBRIDGE REHABILITATION & NURSING CENTER,2013-01,1,12010.67,11960.67,50.00,12010.6700000000000000,0.99583703490313196516
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2013-01,1,2730.98,2102.34,628.64,2730.9800000000000000,0.76981156947322939018
467436209270504951,Humana,58830663438005741,SUNRISE HEALTHCARE LLC,2013-01,1,704.20,0.00,704.20,704.2000000000000000,0E-20
952317639554652821,Medicare,540724220146399220,FALL RIVER JEWISH HOME  INC,2013-02,1,713.58,570.86,142.72,713.5800000000000000,0.79999439446172818745
445788698227523135,Dual Eligible,164982158369714689,A&A HEALTHCARE LLC,2013-02,1,860.16,860.16,0.00,860.1600000000000000,1.00000000000000000000
952317639554652821,Medicare,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2013-02,1,2673.95,2139.16,534.79,2673.9500000000000000,0.80000000000000000000
952317639554652821,Medicare,654094879719975440,BARRINGTON URGENT CARE PC,2013-02,1,784.17,627.33,156.84,784.1700000000000000,0.79999234859788056161
38194544675647776,Medicaid,264175530648959689,SIGNATURE HEALTHCARE MEDICAL GROUP INC,2013-03,1,704.20,604.20,100.00,704.2000000000000000,0.85799488781596137461
952317639554652821,Medicare,441536440845856287,WELLESLEY FAMILY CARE ASSOCIATES  PC,2013-03,1,778.78,437.60,341.18,778.7800000000000000,0.56190451732196512494
952317639554652821,Medicare,389966452681632557,BETH ISRAEL DEACONESS HOSPITAL-NEEDHAM  INC.,2013-03,1,3105.35,2484.28,621.07,3105.3500000000000000,0.80000000000000000000
952317639554652821,Medicare,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2013-03,1,4575.68,3660.54,915.14,4575.6800000000000000,0.79999912581299391566
1038854080955376456,Cigna Health,651473276246308486,GREATER LAWRENCE FAMILY HEALTH CENTER INC,2013-04,1,919.90,0.00,919.90,919.9000000000000000,0E-20
952317639554652821,Medicare,1100386330438199965,WALTHAM WESTON INTERNAL MEDICINE ASSOCIATES  P.C.,2013-04,1,1433.92,1147.12,286.80,1433.9200000000000000,0.79998884177638919884
952317639554652821,Medicare,363458983347729064,Fitchburg Outpatient Clinic,2013-05,2,8602.11,6881.61,1720.50,4301.0550000000000000,0.79999093245726920488
952317639554652821,Medicare,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2013-05,1,142.58,114.06,28.52,142.5800000000000000,0.79997194557441436387
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2013-05,1,1601.81,1281.43,320.38,1601.8100000000000000,0.79998876271218184429
952317639554652821,Medicare,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2013-06,1,1250.85,1000.68,250.17,1250.8500000000000000,0.80000000000000000000
467436209270504951,Humana,919548777387151765,SOUTH SHORE CENTER FOR WELLNESS LTD,2013-06,1,704.20,0.00,704.20,704.2000000000000000,0E-20
952317639554652821,Medicare,1037822919216517364,ANNA JAQUES HOSPITAL SUBACUTE UNIT,2013-06,1,1240.31,992.24,248.07,1240.3100000000000000,0.79999354999959687497
952317639554652821,Medicare,441536440845856287,WELLESLEY FAMILY CARE ASSOCIATES  PC,2013-06,1,211.38,169.10,42.28,211.3800000000000000,0.79998107673384426152
38194544675647776,Medicaid,102665420104747686,MASS GENERAL BRIGHAM URGENT CARE LLC,2013-08,1,952.92,902.92,50.00,952.9200000000000000,0.94752969819082399362
467436209270504951,Humana,433837020145504394,ZANJABEE INTEGRATIVE MEDICINE AND PRIMARY CARE LLC,2013-08,1,1291.31,0.00,1291.31,1291.3100000000000000,0E-20
38194544675647776,Medicaid,1108258114602746895,CAMBRIDGE REHABILITATION & NURSING CENTER,2013-08,1,146.18,96.18,50.00,146.1800000000000000,0.65795594472568066767
645688281511686373,UnitedHealthcare,38279960638745704,SOUTHCOAST HOSPITALS GROUP INC,2013-09,2,13023.06,9252.05,3771.01,6511.5300000000000000,0.71043594976910188542
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2013-09,2,4919.42,3935.52,983.90,2459.7100000000000000,0.79999674758406478813
1038854080955376456,Cigna Health,249985492892219599,WHITLEY WELLNESS LLC,2013-09,1,816.80,0.00,816.80,816.8000000000000000,0E-20
952317639554652821,Medicare,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2013-09,1,2966.91,2187.13,779.78,2966.9100000000000000,0.73717436659689710844
645688281511686373,UnitedHealthcare,38279960638745704,SOUTHCOAST HOSPITALS GROUP INC,2013-10,1,1527.29,1221.83,305.46,1527.2900000000000000,0.79999869049100039940
38194544675647776,Medicaid,1053862909723414558,COMPASSIONATE HEALTH CARE GROUP LLC,2013-10,1,785.58,685.58,100.00,785.5800000000000000,0.87270551694289569490
38194544675647776,Medicaid,363458983347729064,Fitchburg Outpatient Clinic,2013-11,1,1875.86,1825.86,50.00,1875.8600000000000000,0.97334555883701342318
38194544675647776,Medicaid,909182873596142954,SOUTHCOAST HOSPITAL GROUP  INC,2013-11,1,1184.50,1134.50,50.00,1184.5000000000000000,0.95778809624314056564
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2013-11,2,4672.81,3738.23,934.58,2336.4050000000000000,0.79999614792812033873
952317639554652821,Medicare,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2013-12,1,1250.85,1000.68,250.17,1250.8500000000000000,0.80000000000000000000
467436209270504951,Humana,137002283324145083,STURDY MEMORIAL HOSPITAL INC,2013-12,1,1005.38,1005.38,0.00,1005.3800000000000000,1.00000000000000000000
467436209270504951,Humana,41581407780620585,WHITTIER REHABILITATION HOSPITAL - BRADFORD,2014-01,1,85.55,85.55,0.00,85.5500000000000000,1.00000000000000000000
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2014-01,1,2730.98,2102.34,628.64,2730.9800000000000000,0.76981156947322939018
952317639554652821,Medicare,389966452681632557,BETH ISRAEL DEACONESS HOSPITAL-NEEDHAM  INC.,2014-02,1,85.55,68.44,17.11,85.5500000000000000,0.80000000000000000000
645688281511686373,UnitedHealthcare,476697113556229311,BETH ISRAEL DEACONESS HOSPITAL MILTON INC,2014-02,1,85.55,85.55,0.00,85.5500000000000000,1.00000000000000000000
38194544675647776,Medicaid,801031929336468325,BROCKTON HOSPITAL  INC.,2014-02,1,85.55,15.49,70.06,85.5500000000000000,0.18106370543541788428
746113169580368645,Anthem,392549857133219292,CAPE COD HOSPITAL INC,2014-02,1,85.55,68.44,17.11,85.5500000000000000,0.80000000000000000000
952317639554652821,Medicare,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2014-02,1,85.55,68.44,17.11,85.5500000000000000,0.80000000000000000000
278663187212707114,NO_INSURANCE,410915144747947572,COOLEY DICKINSON HOSPITAL INC,2014-02,1,85.55,0.00,85.55,85.5500000000000000,0E-20
952317639554652821,Medicare,160559015988030201,HEALTHFIRST FAMILY CARE CENTER INC,2014-02,1,704.20,563.36,140.84,704.2000000000000000,0.80000000000000000000
645688281511686373,UnitedHealthcare,38279960638745704,SOUTHCOAST HOSPITALS GROUP INC,2014-02,1,85.55,68.44,17.11,85.5500000000000000,0.80000000000000000000
952317639554652821,Medicare,815218868737845247,Causeway OPC,2014-02,1,85.55,68.44,17.11,85.5500000000000000,0.80000000000000000000
357555573157303140,Blue Cross Blue Shield,93679773638781409,TUFTS MEDICAL CENTER,2014-02,1,85.55,0.00,85.55,85.5500000000000000,0E-20
38194544675647776,Medicaid,1031243542611916810,ENCOMPASS HEALTH REHABILITATION HOSP OF NEW ENGLAN,2014-03,3,1176.48,1026.48,150.00,392.1600000000000000,0.87250101999184006528
952317639554652821,Medicare,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2014-03,1,4575.68,3660.54,915.14,4575.6800000000000000,0.79999912581299391566
952317639554652821,Medicare,815218868737845247,Causeway OPC,2014-03,1,85.55,68.44,17.11,85.5500000000000000,0.80000000000000000000
38194544675647776,Medicaid,264175530648959689,SIGNATURE HEALTHCARE MEDICAL GROUP INC,2014-03,1,1567.00,1567.00,0.00,1567.0000000000000000,1.00000000000000000000
952317639554652821,Medicare,50464693234281699,Lynn Community Based Outpatient Clinic (CBOC),2014-03,1,815.27,652.20,163.07,815.2700000000000000,0.79998037459982582457
952317639554652821,Medicare,29154059241288267,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,2014-04,1,85.55,68.44,17.11,85.5500000000000000,0.80000000000000000000
645688281511686373,UnitedHealthcare,38279960638745704,SOUTHCOAST HOSPITALS GROUP INC,2014-04,2,11494.30,9195.43,2298.87,5747.1500000000000000,0.79999913000356698538
952317639554652821,Medicare,814284400183858824,PRIMARY CARE NORTH PC,2014-04,1,1210.18,781.74,428.44,1210.1800000000000000,0.64597002098861326414
